x,f,df,F
0.0760760760760761,0.00578756935113292,0.152152152152152,0.000146765188750785
0.0770770770770771,0.00594087581074568,0.154154154154154,0.000152635114256729
0.0780780780780781,0.00609618627636646,0.156156156156156,0.000158659502688216
0.0790790790790791,0.00625350074799524,0.158158158158158,0.000164840360057265
0.0800800800800801,0.00641281922563204,0.16016016016016,0.000171179692375897
0.0810810810810811,0.00657414170927685,0.162162162162162,0.000177679505656131
0.0820820820820821,0.00673746819892966,0.164164164164164,0.000184341805909987
0.0830830830830831,0.00690279869459049,0.166166166166166,0.000191168599149486
0.0840840840840841,0.00707013319625932,0.168168168168168,0.000198161891386648
0.0850850850850851,0.00723947170393617,0.17017017017017,0.000205323688633492
0.0860860860860861,0.00741081421762103,0.172172172172172,0.000212655996902038
0.0870870870870871,0.00758416073731389,0.174174174174174,0.000220160822204307
0.0880880880880881,0.00775951126301477,0.176176176176176,0.000227840170552319
0.0890890890890891,0.00793686579472365,0.178178178178178,0.000235696047958093
0.0900900900900901,0.00811622433244055,0.18018018018018,0.00024373046043365
0.0910910910910911,0.00829758687616546,0.182182182182182,0.00025194541399101
0.0920920920920921,0.00848095342589837,0.184184184184184,0.000260342914642192
0.0930930930930931,0.0086663239816393,0.186186186186186,0.000268924968399217
0.0940940940940941,0.00885369854338823,0.188188188188188,0.000277693581274105
0.0950950950950951,0.00904307711114518,0.19019019019019,0.000286650759278876
0.0960960960960961,0.00923445968491014,0.192192192192192,0.00029579850842555
0.0970970970970971,0.0094278462646831,0.194194194194194,0.000305138834726146
0.0980980980980981,0.00962323685046408,0.196196196196196,0.000314673744192686
0.0990990990990991,0.00982063144225306,0.198198198198198,0.000324405242837188
0.1001001001001,0.0100200300400501,0.2002002002002,0.000334335336671674
0.101101101101101,0.0102214326438551,0.202202202202202,0.000344466031708162
0.102102102102102,0.0104248392536681,0.204204204204204,0.000354799333958673
0.103103103103103,0.0106302498694891,0.206206206206206,0.000365337249435228
0.104104104104104,0.0108376644913181,0.208208208208208,0.000376081784149845
0.105105105105105,0.0110470831191552,0.21021021021021,0.000387034944114546
0.106106106106106,0.0112585057530002,0.212212212212212,0.00039819873534135
0.107107107107107,0.0114719323928533,0.214214214214214,0.000409575163842277
0.108108108108108,0.0116873630387144,0.216216216216216,0.000421166235629348
0.109109109109109,0.0119047976905835,0.218218218218218,0.000432973956714581
0.11011011011011,0.0121242363484606,0.22022022022022,0.000445000333109998
0.111111111111111,0.0123456790123457,0.222222222222222,0.000457247370827618
0.112112112112112,0.0125691256822388,0.224224224224224,0.000469717075879461
0.113113113113113,0.0127945763581399,0.226226226226226,0.000482411454277548
0.114114114114114,0.0130220310400491,0.228228228228228,0.000495332512033898
0.115115115115115,0.0132514897279662,0.23023023023023,0.000508482255160532
0.116116116116116,0.0134829524218914,0.232232232232232,0.000521862689669469
0.117117117117117,0.0137164191218245,0.234234234234234,0.000535475821572729
0.118118118118118,0.0139518898277657,0.236236236236236,0.000549323656882333
0.119119119119119,0.0141893645397149,0.238238238238238,0.000563408201610301
0.12012012012012,0.0144288432576721,0.24024024024024,0.000577731461768652
0.121121121121121,0.0146703259816373,0.242242242242242,0.000592295443369407
0.122122122122122,0.0149138127116105,0.244244244244244,0.000607102152424585
